yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Ratings,Age,VisitFrequency,Gender
Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,+4,+4,44,Once a month,Female
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,+1,+1,34,Once a month,Female
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0,0,51,Once a year,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,+1,33,Once a month,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+2,+2,36,Once a month,Female
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,+3,+3,24,More than once a week,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,42,Once a month,Female
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,-5,45,Never,Male
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,0,48,Every three months,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,+5,34,More than once a week,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,+5,28,Once a week,Female
No,No,No,No,No,No,No,No,No,No,No,0,0,55,Once a year,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+2,+2,29,Every three months,Female
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,+5,40,Once a month,Female
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,0,44,Every three months,Male
No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,-5,49,Once a year,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,29,Once a month,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,+4,40,Once a week,Male
No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,+3,+3,30,More than once a week,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,+2,34,Once a month,Male
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,+1,60,Every three months,Male
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,+2,66,Once a month,Male
Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,+3,+3,51,Every three months,Male
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,-5,44,Once a year,Male
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,+3,64,Once a year,Male
Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,+3,+3,37,Every three months,Female
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,-5,51,Never,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,+4,30,Once a week,Male
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-4,-4,53,Once a year,Male
No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,+1,+1,48,Once a month,Male
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-2,-2,67,Once a year,Female
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,-5,39,Never,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,+3,67,Every three months,Female
No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-3,-3,61,Never,Male
No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,+2,+2,57,Every three months,Male
No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,I hate it!-5,-5,64,Once a year,Male
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-4,-4,64,Once a year,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,+4,+4,34,Once a week,Female
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,+4,+4,45,Once a week,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,34,Once a month,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,-5,67,Once a year,Male
No,No,No,Yes,No,Yes,No,No,No,No,Yes,I hate it!-5,-5,38,Never,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,+2,+2,22,Once a week,Male
Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,+5,57,Once a week,Female
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,+2,+2,65,Every three months,Female
No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-2,-2,63,Once a year,Male
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,0,49,Once a year,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-2,-2,36,Once a year,Male
No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,-1,-1,60,Never,Female
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-3,-3,62,Once a year,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,I love it!+5,+5,55,Once a week,Male
Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,+3,+3,41,Once a month,Female
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-2,-2,46,More than once a week,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,51,Once a month,Female
Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,I love it!+5,+5,61,Every three months,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,+3,+3,38,Once a week,Female
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,-4,59,Never,Female
Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,+4,+4,36,Once a month,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,0,62,Never,Female
No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,0,58,Once a month,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,+4,23,Once a week,Female
No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,I hate it!-5,-5,50,Every three months,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,+4,25,Once a month,Female
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,+1,55,Once a month,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,I hate it!-5,-5,48,Once a year,Male
No,No,No,Yes,No,Yes,No,No,No,No,Yes,I hate it!-5,-5,62,Never,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,+2,61,Every three months,Female
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,+4,32,More than once a week,Female
No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,0,0,49,Every three months,Male
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,+3,+3,20,Once a month,Male
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,+1,+1,43,Every three months,Female
No,No,No,No,No,Yes,Yes,No,No,No,No,I hate it!-5,-5,63,Never,Female
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+4,+4,60,Once a month,Female
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+1,+1,68,Once a year,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,64,Once a month,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,-5,57,Once a year,Male
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,+4,+4,71,Once a month,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,+3,+3,30,Every three months,Female
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,+5,61,More than once a week,Male
Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,+1,+1,55,Once a month,Female
Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,-3,-3,53,Once a month,Male
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,+4,45,Every three months,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,41,Once a month,Male
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,+3,+3,30,Every three months,Male
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+2,+2,42,Once a week,Female
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,+3,+3,22,Once a week,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,46,Every three months,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,I love it!+5,+5,43,Once a month,Male
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,+5,33,Once a month,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,-2,19,Never,Female
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,+4,24,Once a month,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,-4,-4,58,Once a year,Male
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,0,0,59,Every three months,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,31,Once a month,Female
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,+2,+2,37,Once a month,Female
No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,+2,56,Once a month,Male
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,-2,52,Every three months,Male
No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,-5,36,Never,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+4,+4,25,Once a month,Female
Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,0,0,20,Once a year,Male
Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,+4,21,Once a month,Female
Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-2,-2,59,Once a week,Female
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-4,-4,51,Once a year,Female
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,+2,50,Once a month,Female
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,0,63,Every three months,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,+1,25,Every three months,Female
No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,+1,51,Once a month,Male
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,-1,36,Once a year,Female
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,+3,31,Once a month,Female
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+1,+1,26,Once a month,Male
No,No,No,No,No,No,No,No,No,No,Yes,I hate it!-5,-5,30,Once a year,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,+2,37,Once a month,Female
Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-1,-1,30,Every three months,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+4,+4,30,Once a month,Female
No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,+4,+4,55,Every three months,Female
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+1,+1,19,Once a month,Female
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,+5,23,More than once a week,Female
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,-4,26,Every three months,Female
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-1,-1,59,Once a year,Female
Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,+4,+4,23,Once a week,Male
Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,+4,+4,30,Once a month,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,+3,18,Every three months,Female
No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,0,0,51,Once a year,Male
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,+2,+2,35,Once a year,Male
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,+3,+3,43,Once a week,Female
No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,0,0,56,Once a year,Female
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,+2,+2,53,Once a week,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,-3,47,Every three months,Female
Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,+2,+2,65,Every three months,Male
No,Yes,No,Yes,No,Yes,No,No,No,No,No,0,0,51,Never,Male
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,0,61,Never,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,0,33,Once a month,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,25,Once a month,Male
No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I hate it!-5,-5,36,Never,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,+5,47,Once a month,Male
Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,+2,59,Once a month,Female
Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,-4,37,Once a year,Female
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,22,Once a month,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,-3,48,Every three months,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,+2,+2,70,Once a year,Male
No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,I hate it!-5,-5,51,Never,Male
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+3,+3,23,Once a month,Female
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I love it!+5,+5,28,Every three months,Female
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,+4,+4,39,Once a week,Male
No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,+4,+4,62,Every three months,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,+5,25,Once a week,Female
Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,+2,+2,27,Every three months,Female
No,Yes,No,No,No,Yes,No,No,No,No,No,-2,-2,59,Every three months,Female
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-3,-3,65,Every three months,Male
No,No,No,No,No,No,No,Yes,Yes,No,No,-4,-4,54,Every three months,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,+3,64,Every three months,Male
Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,+2,+2,49,Once a month,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,I love it!+5,+5,22,More than once a week,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,+3,35,Once a month,Male
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,+4,41,More than once a week,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,+1,+1,32,Every three months,Male
Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,I love it!+5,+5,24,Once a week,Female
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,+5,52,Once a week,Female
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,-5,44,Once a year,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,+3,43,Once a week,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,+1,32,Once a year,Female
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,-1,-1,38,Every three months,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,0,63,Never,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,+3,+3,46,Every three months,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,+3,+3,29,Every three months,Female
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,-5,61,Never,Female
Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,+2,+2,47,Every three months,Male
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,+3,31,Once a month,Male
No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,+3,35,Once a week,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,64,Every three months,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,+2,26,Once a month,Female
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-1,-1,55,Once a year,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,+3,46,More than once a week,Female
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,+5,52,Once a month,Male
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,-5,50,Never,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,+3,33,Once a month,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,+5,30,Once a month,Female
No,Yes,No,Yes,No,Yes,No,No,No,No,No,+3,+3,46,Once a week,Female
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0,0,60,Once a year,Female
Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,+3,+3,27,More than once a week,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,+2,51,Every three months,Female
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+4,+4,41,Once a month,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,+2,67,Once a month,Female
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,-5,63,Never,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,+3,+3,65,Every three months,Female
No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,0,0,59,Once a month,Male
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,0,34,Once a year,Female
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,34,Once a year,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,+4,53,Once a week,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,+2,31,Once a week,Female
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,+5,58,Once a month,Female
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,+2,+2,39,Once a week,Male
Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,+4,+4,66,Once a month,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,0,55,Once a month,Male
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,+5,28,Once a month,Female
Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,I hate it!-5,-5,34,Once a month,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,+4,24,Once a month,Male
Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,0,0,59,Every three months,Female
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,+3,67,Every three months,Female
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,+1,+1,52,Once a month,Female
No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+2,+2,41,Once a week,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,+5,37,Once a month,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,+5,18,Once a week,Male
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+4,+4,63,Once a week,Male
Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,+4,24,Once a week,Male
Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,+5,57,More than once a week,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,0,40,Once a month,Male
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+2,+2,20,Once a month,Male
Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,+1,+1,55,Every three months,Male
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,+2,+2,18,Once a year,Female
Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,+1,+1,42,Once a month,Male
No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,-4,-4,47,Once a year,Female
No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,+3,+3,40,Every three months,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,+3,35,Once a month,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+1,+1,64,Once a month,Male
No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,-2,-2,50,Every three months,Female
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,+5,55,Once a week,Female
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,-4,49,Once a year,Female
Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,0,0,49,Every three months,Male
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+3,+3,49,Once a week,Female
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,-4,50,Every three months,Male
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,0,0,65,Once a year,Male
No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,-5,49,Once a week,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,+4,36,Once a month,Male
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,+4,+4,31,More than once a week,Female
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,+5,25,Once a week,Female
No,Yes,No,Yes,No,No,No,No,Yes,No,No,+1,+1,41,Once a week,Male
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,-1,58,Once a year,Female
No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,0,0,69,Once a month,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,22,Once a week,Female
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,+5,39,Once a month,Male
No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,-2,-2,58,Once a month,Female
No,Yes,No,No,Yes,No,No,No,Yes,No,No,-1,-1,47,Once a month,Male
No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+1,+1,62,Once a week,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,+3,49,Once a month,Male
No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,-3,-3,65,Once a year,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,+5,39,Once a week,Female
No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,-3,-3,33,Once a year,Female
Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,+4,+4,33,Once a week,Male
No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+1,+1,64,Once a month,Male
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,-2,18,Once a year,Male
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+1,+1,67,Once a month,Male
No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,I hate it!-5,-5,62,Once a year,Female
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-4,-4,56,Never,Female
No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,I hate it!-5,-5,36,Once a month,Female
No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,+1,+1,68,Once a year,Male
Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,+3,+3,42,Once a month,Female
Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,+2,+2,39,Once a week,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,+3,24,Once a month,Female
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,+4,38,Once a week,Female
Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,I love it!+5,+5,52,Once a week,Male
Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+2,+2,43,Once a week,Female
No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,0,57,Every three months,Male
No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-4,-4,59,Once a year,Female
No,No,No,Yes,No,No,No,Yes,No,No,Yes,I hate it!-5,-5,57,Never,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,0,43,Every three months,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I love it!+5,+5,25,Once a week,Female
Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,+2,61,Every three months,Female
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,+5,25,Once a month,Female
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,-5,70,Once a year,Female
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+2,+2,54,Every three months,Male
Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,+5,60,Every three months,Male
No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-4,-4,59,Once a year,Male
No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,-5,66,Never,Male
Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,+4,+4,51,Once a week,Male
Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+1,+1,57,Once a month,Female
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+2,+2,61,Every three months,Female
Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,+3,+3,31,Once a month,Female
Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+2,+2,27,Once a week,Male
Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,+3,36,Once a week,Male
No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,-5,45,Never,Female
No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,-3,53,Every three months,Female
No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,+3,42,Once a year,Female
No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,50,Once a year,Female
No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,+2,+2,51,Once a month,Female
No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,-4,36,Never,Male
Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,-1,-1,55,More than once a week,Female
